Brno Bus Station simulace
0:20 [Scheduled generator]: Bus coming from connection Viden - Praha
1:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
1:45 [Scheduled generator]: Bus coming from connection Viden - Praha
2:0 [Scheduled generator]: Bus coming from connection Brno - Praha
2:20 [Scheduled generator]: Bus coming from connection Praha - Viden
4:0 [Scheduled generator]: Bus coming from connection Budapest - Praha
4:0 [Scheduled generator]: Bus coming from connection Brno - Praha
4:30 [Scheduled generator]: Bus coming from connection Praha - Brno
4:30 [Bus]: Delayed bus ariving 15.116772
5:0 [Scheduled generator]: Bus coming from connection Brno - Praha
5:0 [Scheduled generator]: Bus coming from connection Praha - Brno
5:10 [Scheduled generator]: Bus coming from connection Praha - Viden
5:10 [Bus]: Delayed bus ariving 10.467719
5:30 [Scheduled generator]: Bus coming from connection Brno - Praha
5:30 [Scheduled generator]: Bus coming from connection Praha - Brno
5:30 [Bus]: Delayed bus ariving 0.406034
6:0 [Scheduled generator]: Bus coming from connection Brno - Praha
6:0 [Scheduled generator]: Bus coming from connection Praha - Brno
6:0 [Bus]: Delayed bus ariving 0.213987
6:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
6:30 [Scheduled generator]: Bus coming from connection Brno - Zlin
6:30 [Scheduled generator]: Bus coming from connection Brno - Praha
6:30 [Scheduled generator]: Bus coming from connection Praha - Brno
6:30 [Bus]: Delayed bus ariving 22.217990
6:40 [Scheduled generator]: Bus coming from connection Neapol - Brno
6:40 [Scheduled generator]: Bus coming from connection Viden - Praha
6:40 [Bus]: Delayed bus ariving 0.722113
7:0 [Scheduled generator]: Bus coming from connection Praha - Viden
7:0 [Scheduled generator]: Bus coming from connection Brno - Praha
7:0 [Scheduled generator]: Bus coming from connection Praha - Brno
7:15 [Scheduled generator]: Bus coming from connection Praha - Brno
7:15 [Bus]: Delayed bus ariving 16.629304
7:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
7:30 [Scheduled generator]: Bus coming from connection Brno - Praha
7:30 [Scheduled generator]: Bus coming from connection Praha - Brno
7:30 [Bus]: Delayed bus ariving 4.537804
7:50 [Scheduled generator]: Bus coming from connection Zlin - Brno
8:0 [Scheduled generator]: Bus coming from connection Brno - Ceske Budejovice
8:0 [Scheduled generator]: Bus coming from connection Brno - Praha
8:0 [Scheduled generator]: Bus coming from connection Praha - Brno
8:20 [Scheduled generator]: Bus coming from connection Viden - Praha
8:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
8:25 [Bus]: Delayed bus ariving 1.523378
8:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
8:30 [Scheduled generator]: Bus coming from connection Brno - Praha
8:30 [Scheduled generator]: Bus coming from connection Praha - Brno
8:30 [Bus]: Delayed bus ariving 28.649277
9:0 [Scheduled generator]: Bus coming from connection Bratislava - Praha
9:0 [Scheduled generator]: Bus coming from connection Budapest - Praha
9:0 [Scheduled generator]: Bus coming from connection Brno - Zlin
9:0 [Scheduled generator]: Bus coming from connection Praha - Viden
9:0 [Scheduled generator]: Bus coming from connection Brno - Praha
9:0 [Scheduled generator]: Bus coming from connection Praha - Brno
9:0 [Bus]: Delayed bus ariving 0.919617
9:30 [Scheduled generator]: Bus coming from connection Praha - Temesvar
9:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
9:30 [Scheduled generator]: Bus coming from connection Brno - Praha
9:30 [Scheduled generator]: Bus coming from connection Praha - Brno
9:45 [Scheduled generator]: Bus coming from connection Praha - Kosice
10:0 [Scheduled generator]: Bus coming from connection Brno - Praha
10:0 [Scheduled generator]: Bus coming from connection Praha - Brno
10:0 [Bus]: Delayed bus ariving 3.668995
10:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
10:25 [Bus]: Delayed bus ariving 7.997618
10:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
10:30 [Scheduled generator]: Bus coming from connection Praha - Brno
10:30 [Bus]: Delayed bus ariving 40.034185
10:35 [Scheduled generator]: Bus coming from connection Zlin - Brno
10:41 [Scheduled generator]: Bus coming from connection Ceske Budejovice - Brno
10:41 [Bus]: Delayed bus ariving 1.053091
11:0 [Scheduled generator]: Bus coming from connection Brno - Praha
11:0 [Scheduled generator]: Bus coming from connection Praha - Brno
11:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
11:30 [Scheduled generator]: Bus coming from connection Praha - Bratislava
11:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
11:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
11:30 [Scheduled generator]: Bus coming from connection Brno - Praha
11:30 [Scheduled generator]: Bus coming from connection Praha - Brno
11:30 [Bus]: Delayed bus ariving 18.431962
11:30 [Bus]: Delayed bus ariving 6.019818
11:35 [Scheduled generator]: Bus coming from connection Split - Praha
12:0 [Scheduled generator]: Bus coming from connection Brno - Ceske Budejovice
12:0 [Scheduled generator]: Bus coming from connection Budapest - Praha
12:0 [Scheduled generator]: Bus coming from connection Brno - Zlin
12:0 [Scheduled generator]: Bus coming from connection Praha - Viden
12:0 [Scheduled generator]: Bus coming from connection Praha - Bratislava
12:0 [Scheduled generator]: Bus coming from connection Brno - Praha
12:0 [Scheduled generator]: Bus coming from connection Praha - Brno
12:0 [Bus]: Delayed bus ariving 7.675370
12:0 [Bus]: Delayed bus ariving 0.714135
12:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
12:30 [Scheduled generator]: Bus coming from connection Brno - Praha
12:30 [Scheduled generator]: Bus coming from connection Praha - Brno
12:30 [Bus]: Delayed bus ariving 12.204507
12:50 [Scheduled generator]: Bus coming from connection Viden - Praha
13:0 [Scheduled generator]: Bus coming from connection Praha - Viden
13:0 [Scheduled generator]: Bus coming from connection Brno - Praha
13:0 [Scheduled generator]: Bus coming from connection Praha - Brno
13:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
13:25 [Bus]: Delayed bus ariving 5.695091
13:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
13:30 [Scheduled generator]: Bus coming from connection Brno - Praha
13:30 [Scheduled generator]: Bus coming from connection Praha - Brno
13:35 [Scheduled generator]: Bus coming from connection Zlin - Brno
13:35 [Bus]: Delayed bus ariving 1.497746
14:0 [Scheduled generator]: Bus coming from connection Budapest - Praha
14:0 [Scheduled generator]: Bus coming from connection Brno - Praha
14:0 [Scheduled generator]: Bus coming from connection Praha - Brno
14:0 [Bus]: Delayed bus ariving 7.018517
14:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
14:25 [Bus]: Delayed bus ariving 1.017650
14:30 [Scheduled generator]: Bus coming from connection Brno - Zlin
14:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
14:30 [Scheduled generator]: Bus coming from connection Brno - Praha
14:30 [Scheduled generator]: Bus coming from connection Praha - Brno
14:50 [Scheduled generator]: Bus coming from connection Viden - Praha
15:0 [Scheduled generator]: Bus coming from connection Praha - Viden
15:0 [Scheduled generator]: Bus coming from connection Brno - Praha
15:0 [Scheduled generator]: Bus coming from connection Praha - Brno
15:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
15:25 [Bus]: Delayed bus ariving 7.348943
15:30 [Scheduled generator]: Bus coming from connection Praha - Budapest
15:30 [Scheduled generator]: Bus coming from connection Brno - Praha
15:30 [Scheduled generator]: Bus coming from connection Praha - Brno
15:30 [Bus]: Delayed bus ariving 3.366210
15:30 [Bus]: Delayed bus ariving 23.785978
16:0 [Scheduled generator]: Bus coming from connection Brno - Praha
16:0 [Scheduled generator]: Bus coming from connection Praha - Brno
16:0 [Bus]: Delayed bus ariving 17.065488
16:16 [Scheduled generator]: Bus coming from connection Ceske Budejovice - Brno
16:30 [Scheduled generator]: Bus coming from connection Budapest - Praha
16:30 [Scheduled generator]: Bus coming from connection Brno - Ostrava
16:30 [Scheduled generator]: Bus coming from connection Brno - Praha
16:30 [Scheduled generator]: Bus coming from connection Praha - Brno
16:30 [Bus]: Delayed bus ariving 0.708834
16:50 [Scheduled generator]: Bus coming from connection Zlin - Brno
16:50 [Scheduled generator]: Bus coming from connection Viden - Praha
17:0 [Scheduled generator]: Bus coming from connection Praha - Viden
17:0 [Scheduled generator]: Bus coming from connection Brno - Praha
17:0 [Scheduled generator]: Bus coming from connection Praha - Brno
17:0 [Bus]: Delayed bus ariving 9.035796
17:0 [Bus]: Delayed bus ariving 8.862101
17:25 [Scheduled generator]: Bus coming from connection Ostrava - Brno
